0,829493088;31,14503817
1,751152074;40,07633588
2,857142857;57,9389313
3,963133641;68,93129771
5,069124424;72,36641221
5,806451613;71,45038168
6,912442396;73,05343511
8,387096774;70,99236641
10,04608295;70,99236641
10,96774194;70,07633588
11,88940092;68,93129771
12,99539171;57,9389313
13,91705069;60,91603053
15,02304147;68,01526718
16,12903226;54,96183206
16,86635945;62,0610687
17,78801843;69,84732824
18,89400922;56,10687023
19,8156682;62,97709924
20,73732719;69,16030534
22,02764977;53,12977099
22,76497696;59,08396947
23,87096774;63,89312977
24,97695853;52,21374046
25,89861751;57,9389313
26,8202765;65,03816794
28,11059908;53,35877863
28,84792627;62,29007634
35,66820276;65,03816794
43,04147465;52,21374046
49,86175115;56,10687023
57,05069124;50,15267176
64,05529954;49,00763359
71,05990783;44,88549618
78,06451613;38,93129771
85,06912442;36,87022901
92,07373272;33,89312977
98,89400922;32,97709924
106,0829493;31,83206107
113,2718894;31,83206107
120,2764977;31,83206107
